loan_id,loan_type,approved_amount,interest_rate,start_date
LNK-60446,Fixed Purchase,332370.87,,2019-03-02
LNK-10564,ARM,569737.26,5.518,2024-08-27
LNK-91257,Fixed Purchase,465586.43,4.737,2026-03-30
LNK-8852,Refinance,335553.99,5.692,2023-08-16
LNK-21719,Refinance,234280.27,3.862,2019-12-27
LNK-58619,Fixed Refinance,360348.66,5.297,2022-06-27
LNK-55476,Fixed Purchase,567407.64,4.058,2021-11-22
LNK-64471,Fixed Purchase,499455.51,5.504,2021-01-20
LNK-61875,Jumbo Purchase,199134.63,7.189,2023-01-14
LNK-27741,Refinance,556500.29,6.885,09/12/2020
LNK-45589,Fixed Purchase,546193.65,5.644,2023-10-25
LNK-19830,Refinance,202180.73,4.405,2022-05-12
LNK-41970,REFINANCE,377731.92,4.672,2021-07-22
LNK-95157,FHA PURCHASE,570648.28,5.046%,2020-07-18
LNK-42853, ARM ,113394.04,6.530,2019-07-25
LNK-97233,ARM,264526.50,6.655,2020-10-15
LNK-46268,Fixed Purchase,526188.79,6.103,2022-09-27
LNK-53260,ARM,10740.27,4.245,2019-04-23
LNK-18139,Refinance,560873.52,3.733%,2020-02-15
LNK-49567,Refinance,292526.63,6.147,2020-08-05
LNK-68499,Fixed Purchase,589199.77,3.985,2020-12-26
LNK-74616,Fixed Purchase,468641.42,4.767,2022-01-02
LNK-14917,Fixed Purchase,"$716,154.40",4.338,2023-11-28
LNK-42827,Fixed Refinance,566552.33,7.248,2019-02-13
LNK-32685,ARM,"$519,663.97",3.392,2020-03-30
LNK-62141,Jumbo Purchase,582818.25,5.260,2026-05-05
LNK-17059,Refinance,320482.68,4.759,2023-11-30
LNK-36058,FHA Purchase,348387.29,6.813,2020-06-12
LNK-59929,Refinance,582951.43,5.760,2023-02-08
LNK-33495,Jumbo Purchase,441538.48,3.959,2023-05-28
LNK-19465,Refinance,200684.01,6.285,2021-04-12
LNK-13689,Refinance,86607.24,7.151,2021-05-28
LNK-7632,Refinance,458820.39,3.658,
LNK-39038,Refinance,135180.46,6.016,2025-11-25
LNK-51351,Fixed Purchase,376812.20,7.013,2023-03-12
LNK-81658,ARM,109451.96,3.223,2023-07-28
LNK-55805,Refinance,394020.83,4.991,2023-10-22
LNK-33541,Jumbo Purchase,377911.44,5.433,2023-12-05
LNK-21932,Fixed Purchase,457066.74,5.834,2021-12-29
LNK-43917,Fixed Purchase,561023.44,4.593,2022-03-29
LNK-76718,Refinance,612804.49,3.482,2023-05-28
LNK-95519,ARM,538715.44,4.314,2021-06-11
LNK-41988,ARM,90913.99,6.746,2022-07-06
LNK-25881,Jumbo Purchase,183250.02,6.087,2021-01-22
LNK-21885,REFINANCE,438897.93,6.516,2021-06-15
LNK-66308,Fixed Purchase,542966.13,6.957,2019-05-11
LNK-68466,Refinance,562405.65,,2021-09-27
LNK-62186,Fixed Refinance,374442.42,5.442,2021-09-22
LNK-66373,Jumbo Purchase,147406.82,5.682,2020-07-11
LNK-41441,Fixed Purchase,564565.82,7.992,2024-02-13
LNK-66191,Jumbo Purchase,385976.45,6.112,2022-08-17
LNK-4037,Jumbo Purchase,131933.86,6.332,2023-10-01
LNK-12802,ARM,208555.67,4.651,2021-01-03
LNK-52543,Jumbo Purchase,160683.94,6.015,2019-11-15
LNK-67249,FHA Purchase,561111.55,4.298,12/28/2023
LNK-60930,Fixed Refinance,535391.74,6.408,2019-01-26
LNK-32552,ARM,597227.84,6.042,
LNK-29199,ARM,572056.39,5.032,2024-06-25
LNK-77460,Refinance,387565.71,6.491,2024-08-22
LNK-47254,Refinance,262788.92,6.321,2022-07-05
LNK-7377,ARM,605454.45,5.656,2023-04-13
LNK-7624,Fixed Purchase,111934.00,5.228,2021-08-26
LNK-37877,Fixed Refinance,459159.85,3.669,2023-03-18
LNK-65866,Fixed Purchase,571108.96,4.500,2024-09-16
LNK-79317,FHA Purchase,726779.59,5.986,11/19/2020
LNK-86755,ARM,85652.25,3.891,2022-04-21
LNK-89148,Refinance,533695.22,6.050,2020-09-28
LNK-62680,Fixed Purchase,234128.37,6.599,2020-06-23
LNK-38453,Jumbo Purchase,485058.37,7.987,2023-01-14
LNK-71345,Fixed Refinance,460088.92,6.343,2019-02-23
LNK-2071,Refinance,608591.41,6.258,2020-09-03
LNK-15089,Fixed Purchase,468562.64,7.450,2020-06-04
LNK-57482,Fixed Purchase,284517.93,7.659,2020-06-19
LNK-18555,ARM,559189.70,4.565,2019-01-12
LNK-96355,Jumbo Purchase,269272.38,4.754,2023-12-08
LNK-48943,ARM,568154.95,5.088,2020-06-24
LNK-53855,Refinance,"$433,692.28",3.759,2019-10-31
LNK-48964,ARM,410343.38,3.689,2024-12-14
LNK-6930,FHA PURCHASE,100606.82,7.949,2025-01-25
LNK-53505,Fixed Purchase,292098.16,6.219,2021-04-11
LNK-7705,ARM,974690.24,6.374,2023-09-07
LNK-75747,Jumbo Purchase,331369.95,7.626,2023-04-19
LNK-74638,ARM,166839.84,6.075,2023-01-22
LNK-26513,Fixed Purchase,238512.75,4.858,2026-05-11
LNK-48516,FHA Purchase,294461.19,5.082,2021-02-11
LNK-38827,Refinance,268927.60,5.818,2020-11-16
LNK-10637,Fixed Purchase,175384.67,7.587,2020-04-26
LNK-51639,FHA Purchase,221813.64,6.645,2022-11-08
LNK-67093,Refinance,256500.35,3.806,2024-10-09
LNK-60028,Refinance,595903.48,5.372,08/30/2025
LNK-73070,Refinance,480849.33,3.990,2021-09-10
LNK-37663,Jumbo Purchase,465500.44,6.233,2023-04-07
LNK-82689,Fixed Purchase,266276.98,4.333,2022-02-27
LNK-90181,FHA Purchase,184862.56,4.001,2024-12-17
LNK-81090,Fixed Purchase,"$592,840.83",3.901,2021-09-13
LNK-16572,Fixed Refinance,280726.72,5.398,2019-04-25
LNK-17864,Fixed Refinance,282840.29,6.311,2025-04-27
LNK-13672,ARM,510895.33,5.735,2022-01-03
LNK-52629,FHA Purchase,575159.84,4.617,2021-09-09
LNK-49915,Refinance,615253.59,4.947,2025-09-01
LNK-45444,ARM,516687.91,6.452,2020-06-02
LNK-74116,ARM,82917.41,6.461,2025-06-03
LNK-48920,Jumbo Purchase,415804.08,5.960,2022-10-31
LNK-99954,ARM,161288.53,4.473,2023-04-11
LNK-19909,Jumbo Purchase,182222.26,4.792,2024-01-31
LNK-27090,Fixed Purchase,213184.57,6.310,2020-05-01
LNK-79966,ARM,584221.97,6.791,2021-12-20
LNK-67731,Refinance,217579.62,7.164,2020-04-21
LNK-53610,Fixed Purchase,250286.25,3.993,2025-05-09
LNK-66546,Refinance,329975.30,7.030,2019-03-16
LNK-6938,Refinance,476015.79,5.523,2022-12-30
LNK-6100,Fixed Purchase,149332.28,6.138,2020-01-14
LNK-18961,Refinance,255309.57,6.663,2026-05-18
LNK-94531,Jumbo Purchase,316625.88,7.219,2021-11-29
LNK-44652,Refinance,561307.03,3.850,2021-03-05
LNK-63094,Fixed Purchase,431736.04,3.860,2024-12-06
LNK-69069, ARM ,481954.95,6.448,03/10/2024
LNK-60898,Refinance,299163.18,,2024-04-01
LNK-20521,Fixed Purchase,118140.79,7.774,2026-01-21
LNK-80463,Fixed Refinance,520314.20,3.652,2023-02-14
LNK-68568,Refinance,1386619.89,5.335,2020-12-30
LNK-19321,Fixed Purchase,184675.09,7.433%,2021-03-09
LNK-43987,Fixed Purchase,246101.30,6.762,2020-05-20
LNK-81356,Fixed Purchase,297927.87,6.769,2024-07-17
LNK-42750,Jumbo Purchase,191175.82,6.458,2022-12-08
LNK-52505,Refinance,294059.50,3.507,2026-03-26
LNK-81805,Fixed Refinance,542930.68,4.776,2023-03-10
LNK-97904,ARM,562889.45,3.889,2021-08-19
LNK-40221,Fixed Purchase,455875.38,4.737,2025-11-27
LNK-78820,Refinance,"$940,872.46",5.295,2021-06-28
LNK-45089,Fixed Purchase,206250.89,5.957,2019-05-23
LNK-67494,Fixed Purchase,111190.89,3.948,2021-02-06
LNK-67809,ARM,598390.76,6.086,2021-03-29
LNK-70774,Fixed Purchase,347894.82,4.184,2026-03-26
LNK-65205,Jumbo Purchase,381187.78,6.178,2025-04-13
LNK-93895,Fixed Purchase,132957.70,6.648%,2026-01-25
LNK-74783,Fixed Refinance,225244.03,6.517,
LNK-40294,ARM,225520.75,6.725,2021-06-06
LNK-63245,FHA Purchase,160774.40,6.848,2019-03-11
LNK-3180,Fixed Refinance,241239.75,4.784,2025-05-07
LNK-49281,Fixed Refinance,615084.64,4.137,2022-12-19
LNK-44416,ARM,524263.29,6.774,2021-05-14
LNK-89317,Fixed Purchase,293442.06,6.514,2024-05-15
LNK-15366,Fixed Purchase,542469.72,3.991,2023-06-14
LNK-55596,ARM,140929.64,4.897,2022-07-15
LNK-77507,Refinance,248116.41,0.0565,2020-08-31
LNK-41327,Refinance,202567.08,5.005,2019-08-23
LNK-96069,Fixed Purchase,298623.61,6.882,05/14/2026
LNK-91183,Fixed Purchase,475816.20,3.946,2022-07-28
LNK-83478,Fixed Purchase,178239.75,4.043,2019-12-21
LNK-4492, Fixed Refinance ,123531.17,7.073,2022-11-02
LNK-79238,Fixed Purchase,389722.86,6.257,03/20/2023
LNK-63205,Fixed Purchase,256756.70,5.306,2021-01-27
LNK-35803,Fixed Refinance,784981.82,7.306,2019-03-03
LNK-86929,Jumbo Purchase,350429.77,6.628,2020-09-05
LNK-76821,FHA Purchase,390791.89,5.620,2025-12-15
LNK-76711,Refinance,431287.46,5.666,2024-11-13
LNK-30824,Fixed Purchase,313103.91,4.756,2025-10-01
LNK-95555,Fixed Purchase,319249.27,7.076,2024-02-29
LNK-7731,Refinance,600651.58,5.301,2025-02-09
LNK-77483,Fixed Purchase,426010.32,6.495,2025-05-30
LNK-63973,Refinance,250190.55,3.767,2023-04-15
LNK-23349,FIXED PURCHASE,595289.91,7.168,2026-02-21
LNK-69712,Fixed Purchase,162431.47,6.300,2022-12-12
LNK-83447,Fixed Refinance,345165.13,7.373,2025-04-25
LNK-82230,Fixed Refinance,689953.33,3.961,2025-04-17
LNK-50832,Fixed Purchase,376444.21,5.909,2022-05-04
LNK-20369,Refinance,578996.13,3.756,2021-04-04
LNK-90224,ARM,1336320.76,3.222,2023-07-24
LNK-32745,Fixed Purchase,203016.08,6.312,2023-05-01
LNK-5138,Refinance,414805.40,5.166,2020-03-26
LNK-76047,Refinance,27659.97,4.921,2022-08-08
LNK-92818,Refinance,02556.98,4.117,2022-12-03
LNK-15404,Refinance,332529.81,5.106,2021-08-19
LNK-26006,Jumbo Purchase,413533.61,6.450,2025-04-11
LNK-3482,Fixed Refinance,412272.37,4.527,05/16/2026
LNK-58807,Fixed Purchase,261768.06,7.670,2022-04-11
LNK-42116,Fixed Purchase,222707.86,7.651,2025-11-11
LNK-55890,Refinance,407862.13,5.830,
LNK-20848,ARM,206132.00,6.345,2021-12-16
LNK-55127,Fixed Refinance,532672.76,4.085,2021-07-08
LNK-91505,ARM,309768.61,4.865,2021-06-14
LNK-27724,Refinance,370250.55,5.490,2022-01-09
LNK-54788,Fixed Purchase,602525.92,7.057,2023-12-30
LNK-66774,Refinance,"$146,601.79",3.573,2022-08-31
LNK-81147,Jumbo Purchase,271045.00,6.837,2023-08-18
LNK-62814,ARM,398298.74,3.565,2021-09-28
LNK-97447,Fixed Purchase,388176.47,5.410,2019-09-20
LNK-96342,Refinance,388116.84,3.966,2022-12-28
LNK-9163,Fixed Refinance,194161.49,4.733,2023-05-31
LNK-93507,Refinance,403274.49,5.729,2026-01-16
LNK-19098,ARM,86239.50,6.692,2019-11-20
LNK-68984,Refinance,590244.28,4.842,2022-05-07
LNK-28176,Refinance,297153.59,3.690,2025-01-29
LNK-74516,Fixed Purchase,194516.41,4.579,2023-07-27
LNK-43604,Refinance,157616.55,4.180,2024-02-17
LNK-87799,Fixed Purchase,196233.07,5.060,2024-01-21
LNK-63701,ARM,481676.56,5.535,2025-01-21
LNK-69875,Fixed Purchase,508436.31,6.582,2020-07-30
LNK-50391,Fixed Purchase,487995.83,0.0442,2026-05-02
LNK-42124,Refinance,345703.12,3.658,2021-12-15
LNK-23699,Fixed Purchase,196194.04,4.425,2025-01-06
LNK-61249,Jumbo Purchase,591778.31,7.296,2025-11-01
LNK-70878,ARM,266012.14,4.346,2020-10-15
LNK-45869,Fixed Purchase,616798.71,4.767,2020-07-12
LNK-72601,ARM,391885.05,3.856,2019-02-10
LNK-47437,Fixed Purchase,220696.81,4.045,2020-05-18
LNK-89587,ARM,329117.42,3.140,2023-10-15
LNK-90226,ARM,411329.22,4.266,2019-08-21
LNK-85319,Refinance,197676.02,7.014,2021-08-03
LNK-91873,Refinance,223198.59,4.340,06/06/2021
LNK-35650,Jumbo Purchase,1082147.01,5.744,2025-07-09
LNK-80963,Fixed Refinance,"$1,013,375.11",4.052,2020-10-31
LNK-64462,Fixed Purchase,"$112,883.77",5.661,2023-08-22
LNK-26200,Fixed Purchase,557457.34,7.126,2020-02-21
LNK-33311,ARM,425293.33,6.152,2023-08-23
LNK-37569,Fixed Refinance,406385.31,7.103,2019-07-24
LNK-74149,Refinance,206653.65,5.163,2024-04-05
LNK-40124,ARM,551632.27,3.676,2025-09-18
LNK-30473,FHA Purchase,503338.50,5.465,2024-12-26
LNK-40008,Fixed Purchase,356316.28,7.870,2024-06-11
LNK-38880,Fixed Purchase,391770.83,7.206,2020-02-13
LNK-93392,Fixed Purchase,110223.26,7.952,2019-06-21
LNK-28168,ARM,453272.61,6.497,2025-11-20
LNK-91471,Jumbo Purchase,607158.91,7.470,2024-06-08
LNK-93404,Fixed Purchase,421664.55,4.407,2020-02-29
LNK-65094,Refinance,219723.25,5.793,2020-03-24
LNK-42555,Fixed Purchase,161026.16,5.437,2021-11-08
LNK-63888,Refinance,1335724.01,3.999,2020-04-07
LNK-46718,ARM,256468.95,5.287,2026-03-31
LNK-74464,FHA Purchase,571192.82,3.757,2025-01-19
LNK-95589,FIXED PURCHASE,240094.78,7.566,2019-03-17
LNK-36842,Jumbo Purchase,352016.23,7.763,2019-02-18
LNK-38721,Fixed Purchase,173922.41,6.420,2023-03-27
LNK-16974,Refinance,123183.72,4.653,2024-01-10
LNK-76166,Refinance,568518.96,5.939,2021-05-06
LNK-89686, Jumbo Purchase ,481478.28,4.916,01/27/2024
LNK-72197,ARM,510212.87,4.427,2020-09-21
LNK-50767,Fixed Purchase,298661.60,4.367,2025-10-12
LNK-52712,Refinance,391396.97,4.004,2022-03-16
LNK-46237,ARM,547606.67,4.619,2019-06-22
LNK-20198,Fixed Purchase,490236.20,5.500,2023-11-21
LNK-39070,Refinance,519614.75,4.089,2025-12-24
LNK-6513,Refinance,951586.57,4.741,2021-11-27
LNK-94603,Fixed Purchase,442820.40,4.596,
LNK-11358,Refinance,1109117.30,6.807,2021-07-08
LNK-46398,Fixed Purchase,523123.30,7.450,2020-01-22
LNK-58983,Fixed Purchase,"$125,804.15",5.974,2020-04-06
LNK-86979,Refinance,550305.66,5.543,2023-07-03
LNK-34612,Fixed Purchase,493513.11,5.171,2025-03-28
LNK-98955,ARM,614019.67,6.198,2019-01-04
LNK-63793,ARM,389959.24,6.550,2023-12-17
LNK-29047,ARM,530070.94,5.971,2023-05-08
LNK-27485,Fixed Purchase,550565.71,7.122,2020-05-01
LNK-36537,Fixed Refinance,201475.67,3.847,2020-07-31
LNK-74664,ARM,162484.36,3.777,2022-06-05
LNK-92248,Fixed Purchase,172255.91,4.694,2020-04-06
LNK-36601,ARM,358427.75,5.958,2020-04-03
LNK-18992,Jumbo Purchase,323884.73,5.517,2025-11-01
LNK-15316,Refinance,392821.51,6.007,2024-10-05
LNK-81698,Fixed Purchase,1350146.71,5.587,2019-03-27
LNK-98110,Fixed Refinance,462833.25,4.791%,2021-03-16
LNK-77917,Refinance,188464.61,6.892,2019-01-16
LNK-32363,Fixed Purchase,518143.01,7.605,2021-08-20
LNK-32779,Fixed Purchase,275073.76,7.773,2025-11-27
LNK-7653,Fixed Refinance,495508.91,5.204,2024-12-27
LNK-88796,Fixed Purchase,329702.92,4.812,2021-07-19
LNK-70604,Refinance,560901.43,5.406,2023-04-28
LNK-30579,Jumbo Purchase,194057.95,5.523,2019-12-08
LNK-84616,Refinance,557550.96,7.052,2023-07-07
LNK-31518,ARM,217590.21,,2020-03-21
LNK-7880,Fixed Purchase,167953.11,4.432,2021-07-13
LNK-14133,Fixed Purchase,445069.39,6.930,2021-07-05
LNK-55172,Fixed Purchase,479387.62,4.025,2024-05-07
LNK-44292,FHA Purchase,478911.51,5.516,2024-05-29
LNK-95025,Fixed Purchase,108245.08,6.897,2025-07-11
LNK-62918,Refinance,584867.82,6.825,2021-12-27
LNK-14178,Fixed Purchase,153178.08,7.911,2020-04-23
LNK-90285,Refinance,144207.91,5.076,2024-12-24
LNK-19018,Refinance,244916.09,4.113,2019-03-10
LNK-1679,Jumbo Purchase,165611.28,5.354,2023-06-24
LNK-73135,Fixed Refinance,412225.02,6.718,2020-07-20
LNK-21701,Fixed Purchase,414957.32,7.626,2020-10-27
LNK-54334,Fixed Purchase,230963.36,6.519,2023-12-26
LNK-86575,Jumbo Purchase,394942.39,5.686,2026-01-13
LNK-63350,Fixed Refinance,305423.07,7.388,2019-09-15
LNK-63580,Refinance,653077.79,6.527,2024-02-17
LNK-86267, Refinance ,221376.90,5.871,2025-05-27
LNK-27143,Fixed Purchase,595180.45,6.396%,2024-08-26
LNK-38649,Fixed Purchase,332193.18,5.744,2026-01-24
LNK-43096,ARM,396115.86,3.495,2023-04-09
LNK-38409,Refinance,99955.59,3.440,2025-10-13
LNK-8754,Refinance,516318.89,4.707,2020-12-01
LNK-12725,Jumbo Purchase,101798.48,7.931,2019-06-10
LNK-86498,Fixed Purchase,406978.68,7.403,2021-01-03
LNK-76252,Jumbo Purchase,276834.55,4.713,2025-03-28
LNK-31437,Refinance,186625.33,3.565,2024-05-30
LNK-71143,Fixed Refinance,379819.90,6.348%,2021-12-08
LNK-97821,Fixed Refinance,141702.68,7.337,2021-08-26
LNK-95780,FHA Purchase,324186.83,3.805,2019-01-03
LNK-5888,Refinance,470309.06,5.013,2025-08-22
LNK-55773,Fixed Refinance,275401.67,7.045,2023-01-04
LNK-24040,Fixed Purchase,224666.69,7.341,2025-01-26
LNK-5763,Jumbo Purchase,242391.49,3.975,05/19/2024
LNK-53034,Jumbo Purchase,434690.82,4.455,2026-03-17
LNK-65930,Fixed Purchase,422597.51,5.370,2020-05-18
LNK-25420,Fixed Purchase,243160.13,4.846,2025-09-29
LNK-99173,Fixed Purchase,343912.16,7.903,2025-04-07
LNK-38941,ARM,575352.08,6.578,2023-03-28
LNK-5910,Fixed Refinance,147503.60,5.845,2023-11-22
LNK-2214,Fixed Purchase,583854.81,4.551,2021-01-10
LNK-40110,Fixed Purchase,211212.83,6.567,2022-04-22
LNK-75443,Fixed Purchase,351913.61,5.441,2025-01-25
LNK-80007,Fixed Refinance,284215.50,5.148,2020-11-30
LNK-15064,Jumbo Purchase,208991.74,3.777,2019-12-02
LNK-44914,Fixed Purchase,474829.97,4.473,2025-09-06
LNK-38298,FIXED REFINANCE,295996.75,7.186,2019-10-06
LNK-60552,Fixed Refinance,211703.28,3.973,2024-03-12
LNK-85058,ARM,229824.47,0.0581,12/04/2025
LNK-72211,ARM,446182.12,3.733,07/21/2025
LNK-69723,Fixed Purchase,535308.51,7.488,2020-02-20
LNK-65738,FHA Purchase,260315.08,0.0412,2019-09-30
LNK-18589,Jumbo Purchase,368064.76,5.330,2025-09-20
LNK-67088,ARM,249382.13,5.929,2026-02-28
LNK-62344,Fixed Refinance,244196.26,6.327,2022-04-26
LNK-36761,Fixed Refinance,331765.59,4.601,2025-05-28
LNK-26272,Fixed Purchase,538361.88,3.909,2021-08-05
LNK-15764,Refinance,"$203,901.36",4.271,2019-12-07
LNK-44343,Fixed Purchase,192555.99,6.017,2025-09-27
LNK-22298,ARM,105027.49,5.079,2020-12-18
LNK-96829,Refinance,273655.11,,2021-03-15
LNK-61150,Jumbo Purchase,317615.29,4.022,2021-01-13
LNK-85972,Refinance,303597.63,4.251,2022-09-03
LNK-34720,ARM,516090.70,3.476,2025-05-01
LNK-95188,ARM,451774.11,4.133,2023-04-12
LNK-25405,Fixed Refinance,321840.80,4.050,2023-06-17
LNK-2846,Fixed Purchase,251059.53,5.473,2025-08-04
LNK-97549,Fixed Purchase,286197.77,4.890,2022-10-30
LNK-45185,Refinance,679544.96,3.593,2025-09-05
LNK-39669,ARM,393930.10,3.966,2022-10-26
LNK-75420,Fixed Refinance,374061.88,5.488,2022-03-23
LNK-26318,Fixed Purchase,233160.41,7.128,2022-05-03
LNK-24002,FHA Purchase,534064.31,5.742,2023-02-27
LNK-81079,REFINANCE,554110.32,6.959%,2022-09-07
LNK-84719,Refinance,488515.04,5.473,2020-03-31
LNK-54148,Fixed Purchase,161750.68,6.290,2025-01-15
LNK-57059,Jumbo Purchase,537464.67,7.317,2022-05-10
LNK-68538,Fixed Purchase,410513.20,7.659,2024-03-07
LNK-43982,ARM,395620.73,6.672,2022-09-08
LNK-12368,Fixed Refinance,51020.69,5.385,2020-10-16
LNK-53538, ARM ,365002.99,5.787,2026-02-27
LNK-88720,REFINANCE,267819.67,5.546,2019-12-02
LNK-13502,Refinance,612424.43,3.719,10/10/2022
LNK-25219,Jumbo Purchase,97125.20,6.607,2025-06-04
LNK-19430,Fixed Purchase,141370.89,3.954%,2022-07-16
LNK-43415,Jumbo Purchase,"$579,667.24",4.711,2023-03-11
LNK-33512,Jumbo Purchase,252498.32,7.016,2024-03-18
LNK-1895,Fixed Purchase,532331.97,4.300,2023-06-05
LNK-35181,Fixed Refinance,150195.39,5.738,2019-02-12
LNK-51275,Jumbo Purchase,152222.87,5.813,2020-07-04
LNK-31870,Fixed Purchase,149875.48,3.934,2019-08-30
LNK-59554,ARM,371231.15,4.958,2020-05-18
LNK-99796,ARM,555435.99,5.744,2021-04-26
LNK-35995,Jumbo Purchase,"$583,976.41",6.060,2021-04-22
LNK-44204,ARM,574531.75,5.654,2024-09-18
LNK-40576,ARM,216260.12,6.054,2019-09-05
LNK-77344, Refinance ,376335.68,7.306,2023-10-29
LNK-95749,Refinance,241165.84,3.744,2022-10-01
LNK-76088,Jumbo Purchase,213083.70,4.559,2022-11-21
LNK-2498,Fixed Purchase,288209.51,7.911,2025-11-17
LNK-35282,Fixed Purchase,356811.08,5.865,2024-02-15
LNK-86679,Fixed Purchase,403058.22,,2023-08-06
LNK-48127,Jumbo Purchase,242817.12,5.393,2021-11-10
LNK-91802,Fixed Refinance,"$450,382.34",6.973%,2025-12-28
LNK-31972,ARM,592602.48,3.858,01/02/2025
LNK-9142,Refinance,245293.00,3.571,2023-03-10
LNK-88528,Fixed Purchase,443064.17,,2021-05-26
LNK-16495,Fixed Purchase,309538.66,7.811,09/16/2024
LNK-62000,Fixed Purchase,223652.24,4.255,2025-06-29
LNK-41213,Fixed Purchase,979409.16,7.218,2023-09-10
LNK-21934,Fixed Purchase,489551.73,7.492,2026-01-10
LNK-54138,Jumbo Purchase,389772.27,6.084,2022-02-13
LNK-90925,Refinance,494414.51,6.418,2022-12-07
LNK-66866,Fixed Refinance,529669.61,5.551,2024-02-02
LNK-93216,ARM,327629.32,3.179,2023-10-07
LNK-41760,FHA Purchase,612038.83,7.045,2022-01-14
LNK-91477,Fixed Refinance,103786.41,4.233,2024-08-25
LNK-16389,Jumbo Purchase,356382.56,5.794,2026-04-24
LNK-84717,FHA Purchase,204007.91,5.510,2024-04-29
LNK-39671,Jumbo Purchase,135446.80,6.382,2025-12-25
LNK-49174,FHA Purchase,271772.04,6.521,2023-09-13
LNK-81560,Fixed Purchase,153328.22,4.901,2020-11-14
LNK-29947,FHA Purchase,121283.74,7.501,2021-08-10
LNK-29721,Refinance,472426.23,5.247,2019-01-30
LNK-18507,Fixed Purchase,95528.94,5.902,2025-08-20
LNK-63676,FIXED PURCHASE,387288.99,5.365,2021-09-10
LNK-21078,Refinance,116831.02,5.865,2020-02-09
LNK-60634,FHA Purchase,162146.14,7.892,2019-04-26
LNK-99007,Fixed Refinance,338948.15,7.332,2025-06-10
LNK-80395,Fixed Purchase,284658.95,7.413,2020-08-13
LNK-49971,Fixed Purchase,530324.23,6.680,2020-12-07
LNK-55505,Fixed Purchase,803935.12,5.414,2023-11-03
LNK-93004,ARM,1086924.28,4.760,2026-04-27
LNK-72989,FHA Purchase,1125645.45,7.141,2021-08-26
LNK-62712,Fixed Refinance,470971.31,4.842,2023-08-04
LNK-71453,Refinance,90337.37,5.820,2019-05-03
LNK-88044,ARM,158060.40,5.183,2019-02-20
LNK-29627,ARM,414204.73,5.885,2019-05-22
LNK-33435,Fixed Purchase,135035.44,7.287,2025-05-08
LNK-90173,Refinance,558260.73,5.382,2021-01-30
LNK-99925,Fixed Refinance,220828.92,6.240,2022-02-18
LNK-79094,Fixed Refinance,619354.58,4.069,2019-10-08
LNK-11730,Fixed Purchase,222406.90,3.984,2020-08-15
LNK-69879,Fixed Refinance,241827.63,7.010,2021-01-22
LNK-59556,Fixed Purchase,297561.61,4.538,2025-08-04
LNK-70228,Fixed Purchase,595577.17,6.640,2019-03-11
LNK-93244,Fixed Purchase,525461.67,0.0581,2021-01-08
LNK-11237,Fixed Purchase,445805.57,6.471,2022-07-17
LNK-74946,FHA Purchase,336623.75,5.775,2022-05-14
LNK-15707,FIXED PURCHASE,604310.90,7.874,2023-01-10
LNK-9094,ARM,289511.74,3.493,2020-03-28
LNK-72781,FHA Purchase,396071.57,4.493,2023-10-27
LNK-67255,ARM,490234.71,5.345,2025-01-03
LNK-27497,Fixed Purchase,382461.39,7.701,2024-10-05
LNK-76065,Fixed Purchase,333030.80,7.699,2024-08-10
LNK-71341,FIXED PURCHASE,223467.58,4.754,2026-05-16
LNK-20641,FIXED PURCHASE,387036.99,5.885,2025-12-13
LNK-22566,Fixed Purchase,972931.14,6.956,2024-12-07
LNK-69202,Fixed Refinance,589177.40,5.832,2026-01-05
LNK-16235,Fixed Purchase,259428.92,6.100,2024-09-19
LNK-90167,ARM,593562.40,3.534,2025-06-09
LNK-27922,ARM,231761.76,5.743,2019-02-09
LNK-94967,FHA Purchase,191626.49,6.735,2020-08-30
LNK-77434,ARM,260936.61,5.917,2019-01-09
LNK-65071,Fixed Purchase,362663.48,5.019,2023-07-10
LNK-12919,Refinance,1066873.82,6.472%,2025-05-16
LNK-67895, Fixed Purchase ,148724.36,3.851,2020-01-14
LNK-59390,Fixed Refinance,420859.94,3.955,2024-07-18
LNK-8292,ARM,529943.02,6.597,2025-06-22
LNK-60432,Fixed Refinance,415510.12,5.567,2022-10-11
LNK-18294,FHA Purchase,593760.86,7.520,2025-02-21
LNK-68272,FHA Purchase,668446.14,6.346,
LNK-55450,Refinance,218237.03,3.787,2021-09-27
